filesize	Mops/sec
64	0.003150
128	0.001000
256	0.000364
512	0.000350
1024	0.000324
2048	0.000350
3072	0.000324
4096	0.000347
5120	0.000300
6144	0.000300
7168	0.000300
8192	0.000300
